task_name,family,value,n_seeds,n_agents_p25,n_agents_p50,n_agents_p75,n_agents_mean,steps_p25,steps_p50,steps_p75,steps_mean,return_p25,return_p50,return_p75,return_mean,final_disagreement_p25,final_disagreement_p50,final_disagreement_p75,final_disagreement_mean,consensus_error_p25,consensus_error_p50,consensus_error_p75,consensus_error_mean,msgs_sent_p25,msgs_sent_p50,msgs_sent_p75,msgs_sent_mean,comm_mse_p25,comm_mse_p50,comm_mse_p75,comm_mse_mean,comm_zero_frac_p25,comm_zero_frac_p50,comm_zero_frac_p75,comm_zero_frac_mean,comm_age_mean_p25,comm_age_mean_p50,comm_age_mean_p75,comm_age_mean_mean,comm_age_peak_p25,comm_age_peak_p50,comm_age_peak_p75,comm_age_peak_mean,sent_msgs_p25,sent_msgs_p50,sent_msgs_p75,sent_msgs_mean,delivered_real_msgs_p25,delivered_real_msgs_p50,delivered_real_msgs_p75,delivered_real_msgs_mean,delivery_rate_p25,delivery_rate_p50,delivery_rate_p75,delivery_rate_mean,loss_rate_p25,loss_rate_p50,loss_rate_p75,loss_rate_mean,delivered_bits_p25,delivered_bits_p50,delivered_bits_p75,delivered_bits_mean,bits_per_delivered_p25,bits_per_delivered_p50,bits_per_delivered_p75,bits_per_delivered_mean,status_none_p25,status_none_p50,status_none_p75,status_none_mean,status_delivered_p25,status_delivered_p50,status_delivered_p75,status_delivered_mean,status_replayed_p25,status_replayed_p50,status_replayed_p75,status_replayed_mean,status_spoofed_p25,status_spoofed_p50,status_spoofed_p75,status_spoofed_mean,status_dropped_p25,status_dropped_p50,status_dropped_p75,status_dropped_mean,status_jammed_p25,status_jammed_p50,status_jammed_p75,status_jammed_mean,status_partitioned_p25,status_partitioned_p50,status_partitioned_p75,status_partitioned_mean,status_stale_p25,status_stale_p50,status_stale_p75,status_stale_mean,lyap_rho_p25,lyap_rho_p50,lyap_rho_p75,lyap_rho_mean,lyap_rho_r2_p25,lyap_rho_r2_p50,lyap_rho_r2_p75,lyap_rho_r2_mean,lyap_monotone_frac_p25,lyap_monotone_frac_p50,lyap_monotone_frac_p75,lyap_monotone_frac_mean,lyap_ultimate_bound_p25,lyap_ultimate_bound_p50,lyap_ultimate_bound_p75,lyap_ultimate_bound_mean,lyap_mean_drift_p25,lyap_mean_drift_p50,lyap_mean_drift_p75,lyap_mean_drift_mean,time_to_eps_p25,time_to_eps_p50,time_to_eps_p75,time_to_eps_mean,converged_p25,converged_p50,converged_p75,converged_mean,nominal_lambda2_p25,nominal_lambda2_p50,nominal_lambda2_p75,nominal_lambda2_mean,eff_lambda2_p25,eff_lambda2_p50,eff_lambda2_p75,eff_lambda2_mean,demand_p25,demand_p50,demand_p75,demand_mean,lambda_opt_p25,lambda_opt_p50,lambda_opt_p75,lambda_opt_mean,final_lambda_disagreement_p25,final_lambda_disagreement_p50,final_lambda_disagreement_p75,final_lambda_disagreement_mean,final_power_mismatch_p25,final_power_mismatch_p50,final_power_mismatch_p75,final_power_mismatch_mean,final_cost_gap_p25,final_cost_gap_p50,final_cost_gap_p75,final_cost_gap_mean,final_dispatch_regret_p25,final_dispatch_regret_p50,final_dispatch_regret_p75,final_dispatch_regret_mean,phys_violation_frac_p25,phys_violation_frac_p50,phys_violation_frac_p75,phys_violation_frac_mean,phys_infeasible_p25,phys_infeasible_p50,phys_infeasible_p75,phys_infeasible_mean,phys_max_loading_p25,phys_max_loading_p50,phys_max_loading_p75,phys_max_loading_mean,phys_pmin_p25,phys_pmin_p50,phys_pmin_p75,phys_pmin_mean,phys_pmax_p25,phys_pmax_p50,phys_pmax_p75,phys_pmax_mean
cons__gnn,bandwidth,0.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-0.000147447448222825,-3.251436630342986e-05,-5.055503730394804e-06,-0.00025522565336490426,5.055503730394804e-06,3.251436630342986e-05,0.000147447448222825,0.00025522565336490426,0.00080456168637185,0.0016016641724255001,0.0070531968927976,0.00342620606835402,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,161280.0,170880.0,192000.0,173568.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7751823148861303,0.8017804312866479,0.8244725864254765,0.7976882782553805,0.9748857184348677,0.9914447490765876,0.9970804973187001,0.9848699097040257,1.0,1.0,1.0,1.0,2.1305264092043885e-05,0.00012568370607327268,0.00070216520923705,0.000757266112831757,-0.3170851646418427,-0.2709003696007378,-0.24807298464870536,-0.28628367916682584,15.75,19.0,21.75,20.9,1.0,1.0,1.0,1.0,1.0244331844320256,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349285,1.3426265259552532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cons__gnn,bandwidth,1.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-161.13318713217765,-154.98252024151427,-137.23681775133952,-126.13869558938549,137.23681775133952,154.98252024151427,161.13318713217765,126.13869558938549,8.31949149019259,8.679366332769265,8.819265558454651,8.393670703831427,5040.0,5340.0,6000.0,5424.0,0.45369978033885683,0.5026663629002676,0.5461525149298863,0.5187220312428544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9109962850684123,0.0,0.0,0.0,0.1990286856329678,0.0,0.0,0.0,0.18333333333333332,137.2367709009259,154.9816182809526,161.13307789828215,126.13676080792223,1.985095511703314,2.2953188738575925,2.4728607893460155,1.8160236602287099,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.2,1.0244331844320256,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349285,1.3426265259552532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cons__gnn,bandwidth,2.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-17.979077452888397,-17.58464455173143,-17.106287168452052,-19.685320532233654,17.106287168452052,17.58464455173143,17.979077452888397,19.685320532233654,0.8719013275145737,0.8909031514389378,0.9041477210179518,1.0168124955593387,5040.0,5340.0,6000.0,5424.0,0.016849859862768348,0.01867395665427935,0.02249779310665725,0.020282642267693142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10080.0,10680.0,12000.0,10848.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9373348077285018,0.9589169205151474,0.9937097497650499,0.9568176420617706,0.198515738345664,0.8263660820808998,0.8798332404417575,0.6018239417162986,0.054166666666666655,0.0833333333333333,0.1,0.08166666666666664,17.106286843106556,17.584644008190118,17.97907734615882,19.685320108614512,0.004573650875745351,0.0402824018062868,0.05734910323937563,0.04180074260951232,,,,,0.0,0.0,0.0,0.0,1.0244331844320256,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349285,1.3426265259552532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cons__gnn,bandwidth,3.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-1.033041286588491,-3.0684929659535926e-12,-4.4089040988440663e-13,-2.322549913047793,4.4089040988440663e-13,3.0684929659535926e-12,1.033041286588491,2.322549913047793,0.0701714479917136,0.12159815477692075,0.19896421376203763,0.19033309230993653,5040.0,5340.0,6000.0,5424.0,0.015382098949778825,0.02085568359134595,0.025717973720070623,0.03102762492792661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15120.0,16020.0,18000.0,16272.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5741370162324987,0.5942126951701417,0.7391141078973487,0.6763759085076642,0.9722858213880213,0.977993056521488,0.9885448899952489,0.9339149099720002,0.6541666666666668,1.0,1.0,0.8016666666666665,6.527034609929862e-11,4.588183463235263e-10,1.033040972530729,2.32254784945179,-0.2996898685379084,-0.25584776077699706,-0.2132782816608825,-0.24757876771025203,16.0,17.0,20.0,17.857142857142858,0.25,1.0,1.0,0.7,1.0244331844320256,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349285,1.3426265259552532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cons__gnn,bandwidth,4.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-0.2920091130864079,-0.0001849475220631981,-2.3631208648022426e-12,-1.1775889865616764,2.3631208648022426e-12,0.00018494752206319807,0.2920091130864079,1.1775889865616764,0.0119811012209981,0.0165304900945509,0.03391605500852275,0.07621205777468441,5040.0,5340.0,6000.0,5424.0,0.005119385660449575,0.0063207807882769505,0.012706044929796276,0.00863848959574669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20160.0,21360.0,24000.0,21696.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5861420283501055,0.6751187479567176,0.9170001330302464,0.7428574371814133,0.7206012313620958,0.966580714216416,0.9866000039233211,0.8324420889125104,1.0,1.0,1.0,0.925,3.525208329830418e-10,0.014280149224170488,0.29201023633086404,1.179693208929812,-0.2986826965880426,-0.2558477607765439,-0.22531101916263313,-0.26666144981835394,14.5,17.0,21.75,21.0,0.0,1.0,1.0,0.6,1.0244331844320256,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349285,1.3426265259552532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cons__gnn,bandwidth,8.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-0.001363307497334925,-0.0008773185086815,-0.0006007307063097251,-0.0012622469912891535,0.0006007307063097251,0.0008773185086815,0.001363307497334925,0.0012622469912891535,0.00075795811156185,0.0015286088341535,0.0058790192285507,0.0032099734550994153,5040.0,5340.0,6000.0,5424.0,4.538732683863752e-05,4.83444086998556e-05,4.9381046618614995e-05,4.59495879440618e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,40320.0,42720.0,48000.0,43392.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7987673906742487,0.8214625308088549,0.833667239108274,0.8123461141629059,0.9326399933011431,0.9554451005930942,0.9614566544087552,0.9446386596875334,0.8,0.9583333333333333,1.0,0.9083333333333332,0.00062564491459995,0.0009936453341322,0.00248024950215265,0.0016083612004530626,-0.31707386162787676,-0.27088839537446685,-0.24803842612068094,-0.2862668954778604,15.75,19.0,21.75,20.8,1.0,1.0,1.0,1.0,1.0244331844320256,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349285,1.3426265259552532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cons__gnn,byzantine,0.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-0.000147447448222825,-3.251436630342986e-05,-5.055503730394804e-06,-0.00025522565336490426,5.055503730394804e-06,3.251436630342986e-05,0.000147447448222825,0.00025522565336490426,0.00080456168637185,0.0016016641724255001,0.0070531968927976,0.00342620606835402,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,161280.0,170880.0,192000.0,173568.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7751823148861303,0.8017804312866479,0.8244725864254765,0.7976882782553805,0.9748857184348677,0.9914447490765876,0.9970804973187001,0.9848699097040257,1.0,1.0,1.0,1.0,2.1305264092043885e-05,0.00012568370607327268,0.00070216520923705,0.000757266112831757,-0.3170851646418427,-0.2709003696007378,-0.24807298464870536,-0.28628367916682584,15.75,19.0,21.75,20.9,1.0,1.0,1.0,1.0,1.0244331844320256,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349285,1.3426265259552532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cons__gnn,byzantine,0.1,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-0.01340700309927005,-0.0072471947220739,-0.004732567124678,-0.01014870700922736,0.004732567124678,0.0072471947220739,0.01340700309927005,0.01014870700922736,0.001956676376883875,0.0032052217764274,0.0054076455765770005,0.011343369849196061,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,161280.0,170880.0,192000.0,173568.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8335759243323879,0.843955737409139,0.8516085878692724,0.8469678276715324,0.8360891856808417,0.8730737735577914,0.9358425944937501,0.8782865203686019,0.7541666666666667,0.8,0.8375,0.7966666666666666,0.0083681360734418,0.0099547157378652,0.022459905752138076,0.015701237673569617,-0.31701038194249315,-0.27077668955184797,-0.24796702784346075,-0.28611878781089467,14.5,19.0,23.25,19.5,1.0,1.0,1.0,1.0,1.0244331844320256,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349285,1.3426265259552532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cons__gnn,byzantine,0.25,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-0.07208612277748486,-0.03538553817239945,-0.025460539754041875,-0.04762417923728553,0.025460539754041875,0.03538553817239945,0.07208612277748486,0.04762417923728553,0.0026515650946893,0.00480971804695645,0.00578092367332355,0.031139025188972196,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,161280.0,170880.0,192000.0,173568.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8645741771893651,0.8913938480584214,0.8976208896801361,0.8884433452725276,0.8087394479145071,0.8930030398990961,0.905369109804966,0.8168753044301512,0.7041666666666666,0.7333333333333334,0.7666666666666667,0.7266666666666667,0.030546870119603275,0.04778543645965545,0.06263139340939858,0.08631167387965347,-0.3165283174717034,-0.2699043948103003,-0.24757351042093795,-0.2854941966070938,21.5,24.5,26.75,24.8,1.0,1.0,1.0,1.0,1.0244331844320256,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349285,1.3426265259552532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cons__gnn,byzantine,0.5,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-0.9724542654720163,-0.586010313333821,-0.37624863751280874,-0.7681427274992462,0.37624863751280874,0.586010313333821,0.9724542654720163,0.7681427274992462,0.041923182525385475,0.05843868525117405,0.09725911338756088,0.0811571605469391,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,161280.0,170880.0,192000.0,173568.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.918498033300904,0.9292881153269112,0.9581185970261785,0.9174701632063197,0.5606398662162378,0.7401549570509447,0.8275005483396435,0.6712416635391418,0.5875,0.6166666666666667,0.6708333333333334,0.6266666666666667,0.4146517624887065,0.8722472794780802,1.121734347639266,0.9855999478861566,-0.3020398148364662,-0.2645972759002616,-0.23671277445746244,-0.27348555413606107,27.0,39.0,51.0,38.2,0.0,0.5,1.0,0.5,1.0244331844320256,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349285,1.3426265259552532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
