task_name,family,value,n_seeds,n_agents_p25,n_agents_p50,n_agents_p75,n_agents_mean,steps_p25,steps_p50,steps_p75,steps_mean,return_p25,return_p50,return_p75,return_mean,final_disagreement_p25,final_disagreement_p50,final_disagreement_p75,final_disagreement_mean,comm_mse_p25,comm_mse_p50,comm_mse_p75,comm_mse_mean,comm_zero_frac_p25,comm_zero_frac_p50,comm_zero_frac_p75,comm_zero_frac_mean,comm_age_mean_p25,comm_age_mean_p50,comm_age_mean_p75,comm_age_mean_mean,comm_age_peak_p25,comm_age_peak_p50,comm_age_peak_p75,comm_age_peak_mean,sent_msgs_p25,sent_msgs_p50,sent_msgs_p75,sent_msgs_mean,delivered_real_msgs_p25,delivered_real_msgs_p50,delivered_real_msgs_p75,delivered_real_msgs_mean,delivery_rate_p25,delivery_rate_p50,delivery_rate_p75,delivery_rate_mean,loss_rate_p25,loss_rate_p50,loss_rate_p75,loss_rate_mean,delivered_bits_p25,delivered_bits_p50,delivered_bits_p75,delivered_bits_mean,bits_per_delivered_p25,bits_per_delivered_p50,bits_per_delivered_p75,bits_per_delivered_mean,status_none_p25,status_none_p50,status_none_p75,status_none_mean,status_delivered_p25,status_delivered_p50,status_delivered_p75,status_delivered_mean,status_replayed_p25,status_replayed_p50,status_replayed_p75,status_replayed_mean,status_spoofed_p25,status_spoofed_p50,status_spoofed_p75,status_spoofed_mean,status_dropped_p25,status_dropped_p50,status_dropped_p75,status_dropped_mean,status_jammed_p25,status_jammed_p50,status_jammed_p75,status_jammed_mean,status_partitioned_p25,status_partitioned_p50,status_partitioned_p75,status_partitioned_mean,status_stale_p25,status_stale_p50,status_stale_p75,status_stale_mean,lyap_rho_p25,lyap_rho_p50,lyap_rho_p75,lyap_rho_mean,lyap_rho_r2_p25,lyap_rho_r2_p50,lyap_rho_r2_p75,lyap_rho_r2_mean,lyap_monotone_frac_p25,lyap_monotone_frac_p50,lyap_monotone_frac_p75,lyap_monotone_frac_mean,lyap_ultimate_bound_p25,lyap_ultimate_bound_p50,lyap_ultimate_bound_p75,lyap_ultimate_bound_mean,lyap_mean_drift_p25,lyap_mean_drift_p50,lyap_mean_drift_p75,lyap_mean_drift_mean,time_to_eps_p25,time_to_eps_p50,time_to_eps_p75,time_to_eps_mean,converged_p25,converged_p50,converged_p75,converged_mean,nominal_lambda2_p25,nominal_lambda2_p50,nominal_lambda2_p75,nominal_lambda2_mean,eff_lambda2_p25,eff_lambda2_p50,eff_lambda2_p75,eff_lambda2_mean,n_edges_p25,n_edges_p50,n_edges_p75,n_edges_mean,k_colors_p25,k_colors_p50,k_colors_p75,k_colors_mean,final_conflicts_p25,final_conflicts_p50,final_conflicts_p75,final_conflicts_mean,final_conflict_frac_p25,final_conflict_frac_p50,final_conflict_frac_p75,final_conflict_frac_mean
consensus_mean,bandwidth,0.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-4.812688350691565e-07,-6.002494390527209e-08,-1.6733141846591756e-08,-6.521510734215485e-06,1.6733141846591756e-08,6.002494390527209e-08,4.812688350691565e-07,6.521510734215485e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,161280.0,170880.0,192000.0,173568.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7124144840678776,0.741608514443812,0.7639210630173829,0.7408038101265858,0.9916691271222455,0.9948264142084142,0.9972522214893982,0.9939140999522719,1.0,1.0,1.0,1.0,1.641312028789962e-07,3.8569663256736695e-07,2.4139615000273657e-06,2.05702554600674e-05,-0.31708517300868044,-0.27090090861700233,-0.24807433723116468,-0.2862878242358696,9.0,10.0,11.75,10.4,1.0,1.0,1.0,1.0,1.0244331844320258,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349283,1.3426265259552532,,,,,,,,,,,,,,,,
consensus_mean,bandwidth,1.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-41.50476530383016,-33.62895918320641,-4.039249739186758e-18,-27.941353060456333,4.039249739186758e-18,33.62895918320641,41.50476530383016,27.941353060456333,0.6997816080411297,2.4024056797347333,3.4348457521548337,2.1427304284323534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4720783836035364,0.8922907634351771,1.0,0.7592870495913454,0.0,0.3837828547299985,0.9716939472779074,0.47049199521411744,0.05416666666666667,0.5,0.9125,0.4966666666666667,7.611312719484876e-15,33.62895917103786,41.504765244107595,27.94135304044308,-0.2771766403392732,0.24319183461845773,0.39807131919634675,0.179401284746557,8.75,12.5,16.0,12.25,0.0,0.0,1.0,0.4,1.0244331844320258,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349283,1.3426265259552532,,,,,,,,,,,,,,,,
consensus_mean,bandwidth,2.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-5.668246881668286,-3.7365510203836996,-1.535893328181427e-18,-3.2715645123153436,1.535893328181427e-18,3.7365510203836996,5.668246881668286,3.2715645123153436,0.09089463168448114,0.25406882835625466,0.3438018704586853,0.21888341396793765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10080.0,10680.0,12000.0,10848.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4814790416730868,0.5663018449471504,0.628003605604392,0.5888171292950377,0.9054535450043547,0.9406777071080323,0.9708600269668871,0.8627742952716343,0.17083333333333334,0.6666666666666667,0.9875,0.585,2.8941425216697445e-15,3.7365510197463276,5.66824687078091,3.271564508242844,-0.299689868538058,-0.24930605318103222,-0.15422920959105013,-0.23176185772245947,8.75,12.0,15.0,11.75,0.0,0.0,1.0,0.4,1.0244331844320258,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349283,1.3426265259552532,,,,,,,,,,,,,,,,
consensus_mean,bandwidth,3.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-0.5327436484782149,-2.3901516569489026e-20,-6.619627263117405e-21,-0.3724406497198226,6.619627263117405e-21,2.3901516569489026e-20,0.5327436484782149,0.3724406497198226,0.00802484431410867,0.011358743340205613,0.040965345803429185,0.02628558666566281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15120.0,16020.0,18000.0,16272.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43785788406427106,0.44846690121499116,0.5330000135265208,0.5282193328322371,0.9722249677646785,0.99378615547762,0.9970762263283772,0.938662976650871,0.5875,1.0,1.0,0.805,1.2473616249177682e-17,4.503854692443776e-17,0.5327436484369243,0.3724406494734455,-0.31708517301229955,-0.2709009115068429,-0.22971181258500978,-0.28008058876571823,8.5,9.0,9.5,9.571428571428571,0.25,1.0,1.0,0.7,1.0244331844320258,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349283,1.3426265259552532,,,,,,,,,,,,,,,,
consensus_mean,bandwidth,4.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-0.2301928770127382,-0.08605394559048421,-3.219580745404736e-19,-0.1293436542047503,3.219580745404736e-19,0.08605394559048421,0.2301928770127382,0.1293436542047503,0.0023849949074514565,0.007824776962256386,0.013880023554715595,0.008537388349412676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20160.0,21360.0,24000.0,21696.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4558990404277182,0.6019977130505882,0.9644664635101596,0.6897758504335357,0.37639823822412566,0.9103437664430515,0.9903767866028294,0.719529621622182,1.0,1.0,1.0,0.9349999999999999,6.066779264990097e-16,0.08605394590972269,0.23019287775816794,0.12934365445848436,-0.31708517301229955,-0.26890409404632526,-0.24306603480615163,-0.28413220535763606,8.25,9.0,10.5,9.333333333333334,0.0,1.0,1.0,0.6,1.0244331844320258,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349283,1.3426265259552532,,,,,,,,,,,,,,,,
consensus_mean,bandwidth,8.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-0.0009575476032241213,-0.0008834160959268674,-0.00017466892441658031,-0.0011103958996781997,0.00017466892441658031,0.0008834160959268674,0.0009575476032241213,0.0011103958996781997,2.4961527932899105e-05,4.5136340663441645e-05,4.8966743134403425e-05,3.803737518345617e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,40320.0,42720.0,48000.0,43392.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6421041409497363,0.8646926769772805,0.8855816440196292,0.7734820852508714,0.7355590209550016,0.7965745344419408,0.9223719284351045,0.8184575127453675,1.0,1.0,1.0,1.0,0.00017467015109183916,0.0008834197775949575,0.0009575618076041791,0.0011104805049042643,-0.31708517301229955,-0.2708929082786714,-0.2480345653428475,-0.2862694263293873,9.0,10.0,11.75,10.4,1.0,1.0,1.0,1.0,1.0244331844320258,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349283,1.3426265259552532,,,,,,,,,,,,,,,,
consensus_mean,byzantine,0.0,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-4.812688350691565e-07,-6.002494390527209e-08,-1.6733141846591756e-08,-6.521510734215485e-06,1.6733141846591756e-08,6.002494390527209e-08,4.812688350691565e-07,6.521510734215485e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,161280.0,170880.0,192000.0,173568.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7124144840678776,0.741608514443812,0.7639210630173829,0.7408038101265858,0.9916691271222455,0.9948264142084142,0.9972522214893982,0.9939140999522719,1.0,1.0,1.0,1.0,1.641312028789962e-07,3.8569663256736695e-07,2.4139615000273657e-06,2.05702554600674e-05,-0.31708517300868044,-0.27090090861700233,-0.24807433723116468,-0.2862878242358696,9.0,10.0,11.75,10.4,1.0,1.0,1.0,1.0,1.0244331844320258,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349283,1.3426265259552532,,,,,,,,,,,,,,,,
consensus_mean,byzantine,0.1,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-0.6870351969231183,-0.3779637496265278,-0.2248178135543506,-0.48117586537334417,0.2248178135543506,0.3779637496265278,0.6870351969231183,0.48117586537334417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,161280.0,170880.0,192000.0,173568.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852722257477349,0.9046482205639916,0.9446560636264731,0.889773122997207,0.28697774811140947,0.47503852324918666,0.6555633758525727,0.4854257382282576,0.5333333333333333,0.5583333333333333,0.5833333333333334,0.5633333333333334,0.5112848933577616,0.7330570236260352,0.9883909974479885,0.749977711039395,-0.29994444990897084,-0.26705218513179063,-0.2455440702853612,-0.27826833517149285,11.25,12.5,16.75,15.0,1.0,1.0,1.0,1.0,1.0244331844320258,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349283,1.3426265259552532,,,,,,,,,,,,,,,,
consensus_mean,byzantine,0.25,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-2.0075848714051183,-1.0594691138898087,-0.8176103077811285,-1.3892151732272495,0.8176103077811285,1.0594691138898087,2.0075848714051183,1.3892151732272495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,161280.0,170880.0,192000.0,173568.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949397108144094,0.9599087167375271,0.9742520477456483,0.9545377065418963,0.2105831355347174,0.26760474151309316,0.4198038689134756,0.2905600596631236,0.5,0.5083333333333333,0.5291666666666667,0.5166666666666667,1.3998621902986832,1.4898282900779933,1.6656198835655665,1.5433002237991338,-0.29906310520062146,-0.25485057675794376,-0.22292974836018642,-0.26313434670726105,35.0,38.0,42.0,38.666666666666664,0.0,0.0,0.75,0.3,1.0244331844320258,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349283,1.3426265259552532,,,,,,,,,,,,,,,,
consensus_mean,byzantine,0.5,10,20.0,20.0,20.0,20.0,60.0,60.0,60.0,60.0,-4.226388328530481,-3.3594829541017592,-1.6383933269996456,-3.43844605359896,1.6383933269996456,3.3594829541017592,4.226388328530481,3.43844605359896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,5040.0,5340.0,6000.0,5424.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,161280.0,170880.0,192000.0,173568.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,5040.0,5340.0,6000.0,5424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9585018505678624,0.9806255522373675,0.9930394914135464,0.9054631582886945,0.047899474459634106,0.18385326552375386,0.27779905477910105,0.28268677204448395,0.4875,0.525,0.55,0.5216666666666666,3.0341574469965464,3.5376354268164887,4.316633343610185,3.712229702099008,-0.2851860169669254,-0.20846811346358796,-0.19812639005501806,-0.22898049870106588,,,,,0.0,0.0,0.0,0.0,1.0244331844320258,1.3458321601703604,1.5159336227349287,1.3426265259552532,1.0244331844320258,1.3458321601703604,1.5159336227349283,1.3426265259552532,,,,,,,,,,,,,,,,
